PlateNumber,Colour,BuildType,MakeModel,YearOfManufacture,VehicleType,StolenDate,PoliceDistrict
58G38,Silver,Trailer,TRI-AXLE,2020,Trailer,7/11/2025,Bay of Plenty
58K45,Silver,Pinto,UNBRAKED TANDEM 10X5,2020,Trailer,18/09/2025,Auckland City
592F5,White,Caravan,TRIAL LITE 18FT,1976,Caravan,12/11/2025,Eastern
596K6,Silver,Trailer,ELITE 10X5,2023,Trailer,11/09/2025,Waitemata
59B62,Silver,Trailer,LOCAL,2017,Trailer,10/09/2025,Canterbury
5A684,Black,Trailer,HOMEBUILT,2016,Trailer,4/12/2025,Tasman
5A855,Silver,Trailer,LOWRIDER,2016,Trailer,15/09/2025,Bay of Plenty
5AA38,Grey,Trailer,TANDEM,2025,Trailer,3/07/2025,Canterbury
5AF16,Silver,Trailer,CAR TRANSPORTER,2020,Trailer,21/10/2025,Wellington
5BD28,Silver,Trailer,AUTO SPECS,2018,Trailer,20/08/2025,Auckland City
5BN55,White,Caravan,COMPASS 400,1992,Caravan,5/12/2025,Eastern
5C547,Silver,Trailer,ROADLINE,2016,Trailer,28/09/2025,Auckland City
5E854,Black,Kea,KEA SHUTTLE,2016,Trailer,11/10/2025,Auckland City
5G177,Silver,Trailer,8 X 5,2016,Trailer,21/08/2025,Auckland City
5H382,White,Trail-Lite,HOMEBUILT,1977,Trailer - Heavy,1/07/2025,Eastern
5H520,Silver,Trailer,HOMEBUILT,2016,Trailer,13/07/2025,Waikato
5J429,Silver,Trailer,ELITE 10X5,2016,Trailer,21/06/2025,Eastern
5P863,Silver,Trailer,TAZ TRANSPORT,2008,Trailer,14/11/2025,Bay of Plenty
5Q866,Grey,Trailer,LOCAL,2001,Trailer,14/11/2025,Auckland City
5S318,Grey,Trailer,,1984,Trailer,25/08/2025,Northland
5S442,Silver,Pioneer,DOMESTIC TRAILER,2014,Trailer,8/07/2025,Waikato
5T195,Grey,Homebuilt,DOMESTIC TRAILER,2016,Trailer,16/07/2025,Bay of Plenty
5W639,Silver,Trailer,TUI TIPPER 8X5,2016,Trailer,26/09/2025,Bay of Plenty
5Z427,White,Caravan,CARAVAN,2002,Caravan,19/09/2025,Northland
5Z536,Silver,Trailer,HOMEMADE,2010,Trailer,16/10/2025,Southern
5Z673,Grey,Trailer,TUI,2016,Trailer,5/11/2025,Central
600D3,Silver,Trailer,JUST CABINS,2015,Caravan,7/07/2025,Southern
600F1,Silver,Trailer,GORILLA,2023,Trailer,1/09/2025,Canterbury
601T7,Silver,Trailer,IFOR WILLIAMS,2023,Trailer,28/07/2025,Northland
602S1,Grey,Trailer,DOMESTIC,2023,Trailer,22/10/2025,Waikato
6104C,Brown,Homebuilt,TRAILER,1986,Trailer,3/07/2025,Central
613P5,White,Factory Built,6M COSY CUBE,2011,Trailer - Heavy,7/07/2025,Bay of Plenty
618D9,Silver,Trailer,ALLROAD,2023,Trailer,1/08/2025,Central
6.10E+22,Brown,Homebuilt,TANDEM BOAT,2020,Boat Trailer,3/09/2025,Bay of Plenty
624J5,Silver,Trailer,DOMESTIC,2010,Trailer,25/08/2025,Waikato
628W7,Silver,Trailer,TANDEM TRAILER,2023,Trailer,22/08/2025,Canterbury
62PWX,Silver,Homebuilt,MISC,1986,Trailer,8/09/2025,Eastern
631N3,Silver,Caravan,HOMEBUILT,2023,Caravan,17/11/2025,Southern
631S4,Silver,Trailer,COMPASS-E3469,2023,Trailer,6/11/2025,Waitemata
631S4,Silver,Trailer,COMPASS-E3469,2023,Trailer,7/11/2025,Waitemata
63TOF,White,Suzuki,RG50,1988,Roadbike,7/06/2025,Canterbury
642B8,Silver,Trailer,ROADCHIEF 8X5,2021,Trailer,8/08/2025,Auckland City
6492M,Silver,Trailer,KEA K645A,1999,Trailer,11/11/2025,Northland
64A78,White,Trailer,KEYSTONE ULTRA LITE,2014,Caravan,18/11/2025,Waikato
64C18,Grey,Trailer,LOCAL,1974,Boat Trailer,13/06/2025,Tasman
64P28,Silver,Trailer,HOMEBUILT,2015,Trailer,12/09/2025,Northland
64YWY,Silver,Yamaha,CV50AV,2007,Moped,6/09/2025,Canterbury
658AL,Silver,Kea,K844T2,2002,Trailer,1/09/2025,Bay of Plenty
6599R,Silver,Kea,K844X2,2000,Trailer,6/08/2025,Waikato
65U47,White,Caravan,16BH WOLFPUP,2013,Caravan,30/10/2025,Waikato
664Z6,Silver,Trailer,BST 2023D,2023,Trailer,20/09/2025,Waitemata
665B2,Grey,Trailer,COMMERCIAL,2023,Trailer - Heavy,28/11/2025,Waitemata
666F5,Silver,Trailer,MAKZ,2015,Boat Trailer,15/11/2025,Wellington
666GTS,Black,Holden,HSV,2011,Saloon,6/11/2025,Auckland City
66F35,Silver,Bricon,TS6X4,2020,Trailer,15/08/2025,Waitemata
66S62,Silver,Trailer,DOMESTIC,2020,Trailer,22/06/2025,Counties/Manukau
66S74,White,Swift,CHALLENGER 500,2006,Caravan,8/06/2025,Northland
66W63,Silver,Briford,8X4,2020,Trailer,13/10/2025,Canterbury
66ZFZ,White,Suzuki,AZ50UDK7,2008,Moped,3/09/2025,Canterbury
679C1,Silver,Titan,DOMESTIC TRAILER,2023,Trailer,30/07/2025,Bay of Plenty
679P3,Silver,Trailer,HELMACK FLAT BED,2023,Trailer,30/07/2025,Canterbury
68YZS,Red,Suzuki,GSF1250,2007,Roadbike,29/09/2025,Waikato
692N3,Silver,Titan,DOMESTIC TRAILER,2023,Trailer,17/06/2025,Waikato
6943Y,White,Trailer,LOCAL,2001,Trailer - Heavy,12/06/2025,Counties/Manukau
695D7,Silver,Factory Built,HOSKING,2008,Trailer,12/11/2025,Canterbury
6A170,White,Caravan,VALIANT,1976,Caravan,22/09/2025,Bay of Plenty
6AB28,Silver,Trailer,JETSKI,2025,Boat Trailer,21/07/2025,Counties/Manukau
6AT14,Silver,Trailer,TUFF,2025,Trailer,6/08/2025,Auckland City
6BA90,Silver,Titan,DOMESTIC TRAILER,2025,Trailer,24/11/2025,Waikato
6BC36,Silver,Trailer,BST2025D,2025,Trailer,17/11/2025,Counties/Manukau
6H407,Blue,Trailer,HOMEMADE,1981,Trailer,19/09/2025,Eastern
6NGY,Silver,Trailer,,1984,Trailer,26/08/2025,Central
6Q347,Silver,Trailer,HOMEBUILT,2017,Trailer,1/09/2025,Bay of Plenty
6Q386,White,Caravan,ERIBA 532,1996,Caravan,15/07/2025,Counties/Manukau
6R511,Silver,Trailer,CAGED TRAILER,1992,Trailer - Heavy,14/08/2025,Counties/Manukau
6R590,Blue,Trailer,HOWELLS,2002,Trailer - Heavy,5/07/2025,Counties/Manukau
6SYJ,Blue,Honda,VTR 250 V TWIN,1985,Roadbike,6/08/2025,Canterbury
6T563,Silver,Briford,TRAILER 8X4,2017,Trailer,7/10/2025,Auckland City
702AT,Grey,Trailer,HOMEMADE,2002,Trailer,3/11/2025,Southern
709T2,Silver,Trailer,CAR TRANSPORTER,2023,Trailer,24/09/2025,Counties/Manukau
70S45,White,Caravan,ABI JUBILEE,1990,Caravan,22/06/2025,Canterbury
712D2,Silver,Trailer,BST 2023D,2023,Trailer,22/09/2025,Waitemata
712J7,Silver,Trailer,BST 2023D,2023,Trailer,3/09/2025,Auckland City
71C60,Silver,Custombuilt,ELITE CAMPING,2020,Trailer,9/11/2025,Tasman
71D75,Silver,DMW,1430 TRAILER,2020,Boat Trailer,8/09/2025,Eastern
71P75,Silver,Trailer,HUSSIE,2020,Trailer,21/06/2025,Wellington
71Z44,Silver,Briford,8X4 CAGE TRAILER,2020,Trailer,5/07/2025,Auckland City
723B7,Yellow,Briford,TRAILER,2001,Trailer,11/06/2025,Counties/Manukau
724L5,Grey,Trailer,PRESSURE SOLUTIONS,2023,Trailer - Heavy,16/07/2025,Waitemata
724M8,Silver,Trailer,JETSKI,2023,Boat Trailer,11/09/2025,Counties/Manukau
728D7,Grey,Homebuilt,DOMESTIC TRAILER,2024,Trailer,22/09/2025,Counties/Manukau
729N5,Silver,Pinto,PORTALOO,2023,Trailer,30/09/2025,Northland
72C88,Grey,Trailer,HOMEBUILT,2006,Trailer,22/11/2025,Eastern
72KZX,Blue,Trailer,HOMEBUILT,1983,Trailer,25/06/2025,Canterbury
73FBC,Grey,Trailer,LOCAL,1964,Trailer - Heavy,21/07/2025,Canterbury
73J95,Silver,Trailer,SAFARI,2020,Trailer,9/06/2025,Auckland City
73WYS,Red,Honda,SY50 PAL,1991,Moped,10/08/2025,Canterbury
740C4,Silver,Trailer,JETSKI,2023,Boat Trailer,29/07/2025,Canterbury
743J6,Black,Trailer,HOMEMADE,2023,Trailer,3/09/2025,Canterbury
74A72,Grey,Trailer,HOMEBUILT,1958,Trailer,17/06/2025,Waikato
74J63,Grey,Briford,TRAILER,2021,Trailer,11/11/2025,Wellington
74M83,Silver,Trailer,ROAD CHIEF,2013,Trailer,30/09/2025,Northland
74TAB,Yellow,Triumph,SUPER III R,1994,Roadbike,22/09/2025,Eastern
756W9,Silver,Trailer,TUFF,2024,Trailer,21/07/2025,Northland
75U72,White,Oxford,CARIBBEAN,1966,Caravan,1/10/2025,Waitemata
75URD,Black,Piaggio,VESPA ET2,2002,Moped,31/10/2025,Auckland City
75W64,Silver,Titan,DOMESTIC TRAILER,2020,Trailer,12/11/2025,Waikato
75YYS,Blue,Suzuki,UZ,2007,Roadbike,18/06/2025,Canterbury
7639S,White,Trailer,DOMESTIC,1995,Trailer,18/09/2025,Wellington
765D1,Silver,Trail-Lite,BST 2024D,2024,Trailer,10/06/2025,Auckland City
771C,Green,Pinto,COMMERCIAL,1996,Trailer,17/09/2025,Counties/Manukau
775S2,Silver,Trailer,BST85B,2024,Trailer,6/08/2025,Auckland City
778S3,Grey,Trailer,TUI TRAILERS,2024,Trailer,6/08/2025,Waitemata
77ACB,Black,Trailer,HOMEMADE,1974,Trailer,18/08/2025,Central
77C68,Silver,Trailer,MEGASTRONG 12X6,2020,Trailer,26/10/2025,Central
77F55,Silver,Trailer,ELITE 8X4,2020,Trailer,21/10/2025,Canterbury
77S94,Grey,Trailer,DOMESTIC,2020,Trailer,28/07/2025,Waitemata
77ZEK,Black,Suzuki,AZ50UDK7,2008,Moped,2/09/2025,Canterbury
780Q7,Grey,Dunbier,FOLD AWAY RAW,2017,Boat Trailer,21/11/2025,Auckland City
78D97,Silver,Trailer,JOB MATE,2021,Trailer,19/07/2025,Eastern
78PBZ,Silver,Custombuilt,HOMEMADE,1985,Boat Trailer,7/06/2025,Canterbury
78ZCY,Blue,Honda,TODAY,2005,Moped,13/07/2025,Canterbury
795B9,Silver,Trailer,SINGEL AXLE,2024,Trailer,21/09/2025,Waitemata
799H3,Silver,Trailer,ELITE 7X4 STD,2024,Trailer,13/10/2025,Canterbury
79K30,Silver,Trailer,TRAYLA,2020,Trailer,25/07/2025,Wellington
79M10,Silver,Homebuilt,TRAILER,2020,Trailer,3/11/2025,Canterbury
79T75,Silver,Trailer,ELITE 8X4,2020,Trailer,19/09/2025,Waikato
79U12,Silver,Titan,DOMESTIC TRAILER,2020,Trailer,23/09/2025,Counties/Manukau
7A590,Silver,Trailer,OTHER COMMERCIAL TRA,2017,Trailer - Heavy,25/09/2025,Counties/Manukau
7A911,Silver,Trailer,JOBMATE,2017,Trailer,30/09/2025,Central
7AY32,Silver,Trailer,HOMEBUILT,2025,Trailer,26/08/2025,Waitemata
7BA19,Silver,Titan,DOMESTIC TRAILER,2025,Trailer,22/09/2025,Central
7BC76,Silver,Trailer,BST12X7,2025,Trailer,2/12/2025,Waikato
7BD19,Grey,Trailer,DOMESTIC,2025,Trailer,3/11/2025,Counties/Manukau
7BH78,Silver,Trailer,CAR,2025,Trailer,2/12/2025,Waitemata
7D918,Silver,Homebuilt,TRAILER,2015,Trailer,9/06/2025,Waikato
7E928,White,Caravan,BAILY RANGER,2003,Trailer,17/11/2025,Northland
7EN,Grey,Ford,RANGER,2023,Utility,5/12/2025,Counties/Manukau
7F490,Silver,Titan,DOMESTIC TRAILER,2017,Trailer,12/11/2025,Bay of Plenty
7G458,Silver,Titan,DOMESTIC TRAILER,2017,Trailer,29/09/2025,Bay of Plenty
7H603,Grey,Trailer,TUI,2017,Trailer,4/10/2025,Waikato
7K273,Silver,Trailer,E & J ENGINEERING,2008,Trailer,19/06/2025,Wellington
7M784,Black,Trailer,HOMEBUILT,2017,Trailer,22/07/2025,Bay of Plenty
7N531,White,Trailer,VVA BOX,2017,Trailer - Heavy,28/06/2025,Wellington
7R680,Silver,Titan,DOMESTIC TRAILER,2017,Trailer,30/07/2025,Waikato
7S994,Silver,Trailer,TILTA,2017,Trailer,8/08/2025,Waikato
7T731,Silver,Trailer,ELITE 7X4,2017,Trailer,24/09/2025,Canterbury
7Z692,Silver,Trailer,ELITE 7X4,2017,Trailer,3/09/2025,Canterbury
800G6,Grey,Trailer,HOMEBUILT,2024,Trailer,4/12/2025,Waitemata
8046L,White,Caravan,ALPHA,1984,Caravan,2/10/2025,Central
807C8,Silver,Briford,TRAILER,2018,Trailer - Heavy,1/07/2025,Counties/Manukau
809L4,Silver,Homebuilt,TRAILER,2024,Trailer,1/12/2025,Waikato
80F57,Silver,Factory Built,CONCEPT TRAILERS,2020,Trailer,27/07/2025,Counties/Manukau
80LMF,Cream,Modern,ZEPHETTE,1981,Caravan,7/09/2025,Southern
80N84,Grey,Trailer,JETSKI,2018,Boat Trailer,15/09/2025,Waitemata
8112G,Blue,Homebuilt,BRIFORD,1997,Trailer,11/11/2025,Canterbury
8137N,Black,Trailer,DOMESTIC TRAILER,1987,Trailer,29/10/2025,Tasman
813Q5,Silver,Trailer,TUFF,2024,Trailer,6/11/2025,Bay of Plenty
818U1,Blue,Briford,8X4,2024,Trailer,10/08/2025,Waikato
81BSZ,Black,BSA,A10GOLDFLASH,1950,Roadbike,16/07/2025,Bay of Plenty
81GFW,Blue,Homebuilt,1500,1978,Caravan,17/06/2025,Central
81N62,Grey,Trailer,DOMESTIC,2020,Trailer,11/08/2025,Counties/Manukau
81P32,Grey,Trailer,DOMESTIC,2021,Trailer,3/07/2025,Counties/Manukau
81U15,Red,Kea,BBQ MK3,2020,Trailer,25/07/2025,Waikato
81UJX,Red,BMW,K1200RS,1999,Roadbike,11/07/2025,Northland
832R3,White,Caravan,BURSTNER,2006,Caravan,19/11/2025,Canterbury
83C95,Silver,Trailer,ROADCHIEF,2021,Trailer,26/06/2025,Tasman
83S94,White,Trailer,T102,2021,Trailer - Heavy,1/08/2025,Tasman
83S95,White,Trailer,T102,2021,Trailer - Heavy,1/08/2025,Tasman
83U31,Silver,Trailer,BES1500,2021,Trailer,28/07/2025,Central
844B1,Black,Trailer,NPD1101 NYMIC,2024,Trailer - Heavy,27/06/2025,Canterbury
844B9,Silver,Trailer,M J TANDEM AXLE,2024,Trailer,18/11/2025,Canterbury
848N1,Silver,Trailer,TANDEM AXLE,2024,Trailer,17/06/2025,Central
84H21,Silver,Trailer,BRIAN JAMES CONNECT,2021,Trailer,25/09/2025,Auckland City
84H29,Brown,Homebuilt,HOMEBUILT,2021,Trailer,30/07/2025,Waikato
84YML,Red,Moped,MILANO 50QT-15,2006,Moped,18/07/2025,Central
85FBE,Grey,Trailer,HOMEMADE,1978,Boat Trailer,5/08/2025,Waitemata
85FLS,Blue,Ci Munro,OXFORD,1978,Caravan,11/10/2025,Southern
85K25,Silver,Trailer,PRESCOTT,2021,Trailer - Heavy,9/08/2025,Bay of Plenty
85U56,Silver,Trailer,COMPACTOR,2021,Trailer,24/09/2025,Waitemata
860J5,Silver,Trailer,MUSTANG,2024,Trailer,11/07/2025,Canterbury
863TX,Blue,Liteweight,CHEVRON,1972,Caravan,29/09/2025,Counties/Manukau
86W63,Silver,Trailer,DOMESTIC TRAILER,2021,Trailer,30/08/2025,Northland
870A4,Silver,Trailer,BST 2024D,2024,Trailer,2/10/2025,Waikato
870U6,Silver,Trailer,BST 2024D,2024,Trailer,7/09/2025,Waitemata
8753H,Yellow,Trailer,MARTIN ENGINEERING,1998,Trailer,27/09/2025,Central
878A8,Silver,Briford,TRAILER 8 X 4,2024,Trailer,21/10/2025,Auckland City
87K57,White,Caravan,HOMEBUILT,1998,Caravan,3/11/2025,Central
87L40,Silver,Trailer,BOAT TRAILER,2021,Boat Trailer,29/09/2025,Wellington
87M36,Silver,Trailer,BATESON,2021,Trailer,26/08/2025,Waikato
880Z2,Silver,Trailer,ELITE 10X6,2024,Trailer,6/10/2025,Canterbury
886C8,Grey,Trailer,COMMERCIAL,2024,Trailer - Heavy,10/09/2025,Counties/Manukau
893N3,Silver,Titan,DOMESTIC TRAILER,2024,Trailer,22/08/2025,Waikato
89F99,Grey,Trailer,BOAT,2021,Boat Trailer,11/06/2025,Waitemata
8A341,Silver,Trailer,HOMEBUILT,2017,Trailer,23/09/2025,Bay of Plenty
8A854,Red,Briford,9X5,2017,Trailer,4/08/2025,Canterbury
8AA65,Silver,Titan,DOMESTIC TRAILER,2025,Trailer,26/08/2025,Canterbury
8AF74,Grey,Trailer,CAR TRANSPORTER,2025,Trailer,31/07/2025,Northland
8AG63,Black,Trailer,HOMEBUILT,2025,Trailer,30/10/2025,Northland
8AU91,Silver,Factory Built,ELITE TRAILER,2025,Trailer,6/11/2025,Wellington
8B423,Blue,Trailer,DOMESTIC,2017,Trailer,31/07/2025,Tasman
8BS73,Silver,Trailer,MJ TANDEM AXLE,2025,Trailer,25/11/2025,Canterbury
8F519,Silver,Trailer,BRENT SMITH,2017,Trailer - Heavy,15/10/2025,Waitemata
8J188,Silver,Factory Built,BRENT SMITH TRAILERS,2017,Trailer,23/06/2025,Central
8N398,Silver,Hoskings,TRAILER,2017,Boat Trailer,27/11/2025,Waikato
8S837,White,Caravan,COACHMAN PASTICHE,2007,Caravan,15/10/2025,Waitemata
8T599,Silver,Trailer,KIWI TRAILER,2015,Trailer,16/07/2025,Waikato
8U614,Silver,Trailer,SINGLE AXLE,2017,Trailer,24/08/2025,Northland
8W514,Green,Homebuilt,TRAILER,2014,Trailer,7/07/2025,Central
8WBR,White,Kawasaki,VULCAN,1996,Roadbike,4/12/2025,Bay of Plenty
8Z179,Green,Briford,DOMESTIC TRAILER,2001,Trailer,22/10/2025,Canterbury
8ZSR,Black,Suzuki,GSX750F,2008,Roadbike,17/11/2025,Waikato
9005N,Silver,Trailer,ABEL K844X,1999,Trailer,18/08/2025,Auckland City
903Z9,Grey,Trailer,COMMERCIAL,2024,Trailer - Heavy,25/08/2025,Northland
904C7,Grey,Trailer,DOMESTIC,2024,Trailer,30/08/2025,Northland
908000000,Silver,Trailer,HOSKINGS BOAT,1995,Boat Trailer,28/10/2025,Northland
908000000,Silver,Trailer,HOSKINGS BOAT,1995,Boat Trailer,6/11/2025,Northland
90K22,Silver,Trailer,COMPASS-NF64,2021,Trailer,8/07/2025,Bay of Plenty
913J4,White,Custombuilt,TRAILER,2024,Trailer,3/11/2025,Wellington
916C3,Silver,Trailer,8 X 4 TRAILER TRADE,2020,Trailer,10/06/2025,Waitemata
918W4,Silver,Trailer,METAL,2024,Trailer,30/11/2025,Waikato
918Y6,Silver,Trailer,SAFARI,2024,Trailer,13/09/2025,Canterbury
91C99,Grey,Trailer,5M HOMEBUILT,2021,Boat Trailer,1/12/2025,Counties/Manukau
91ZGG,Blue,Moped,YAMAHA CV50AW,2008,Moped,13/07/2025,Wellington
923000000,Black,Homebuilt,TRAILER,2024,Trailer,28/08/2025,Wellington
929T9,Silver,Trailer,HOMEBUILT,2024,Trailer,25/07/2025,Counties/Manukau
929U4,Silver,Trailer,HOMEBUILT,2024,Trailer,5/12/2025,Central
92M41,Grey,Trailer,TANDEM,2021,Trailer,8/07/2025,Canterbury
92S85,Silver,Briford,8X4 TRAILER,2021,Trailer,30/08/2025,Auckland City
933C4,Silver,Factory Built,CONCEPT TRAILER,2024,Trailer,20/06/2025,Waikato
9346T,Silver,Pinto,KINGSIDER,2000,Trailer,20/08/2025,Counties/Manukau
935R6,Silver,Trailer,BST2024D,2024,Trailer,29/08/2025,Auckland City
937J8,Silver,Trailer,TANDEM AXLE,2024,Trailer,25/07/2025,Waikato
9382F,Grey,Trailer,HOMEMADE,1990,Trailer,16/10/2025,Canterbury
93K95,Silver,Trailer,COMPASS-C85,2021,Trailer,25/11/2025,Waikato
93P43,Grey,Trailer,DOMESTIC,2021,Trailer,30/06/2025,Northland
93T47,Silver,Trailer,TRADESMAN,2021,Trailer,5/12/2025,Eastern
93YHE,Silver,Harley Davidson,FLHS SPORT,1990,Roadbike,6/10/2025,Northland
944M7,Silver,Trailer,BST 2024D,2024,Trailer,12/08/2025,Waitemata
944R7,Red,Trailer,DOMESTIC,2024,Trailer,13/11/2025,Waitemata
944T2,Silver,Trailer,BST84,2024,Trailer,26/10/2025,Waikato
947F3,Black,Trail-Lite,HOMEBUILT,2025,Trailer,21/10/2025,Eastern
94B90,Silver,Trailer,AVALON,2021,Trailer,6/07/2025,Counties/Manukau
94C64,Brown,Trailer,DOMESTIC,2001,Trailer,29/09/2025,Bay of Plenty
94M20,Silver,Homebuilt,TRAILER,2010,Trailer,6/10/2025,Central
94M87,Green,Trailer,HOMEBUILT,1991,Trailer - Heavy,10/09/2025,Auckland City
94U84,Black,Hudson,ENCLOSED II,2021,Trailer,22/07/2025,Bay of Plenty
951H4,Silver,Trailer,CAR TRANSPORTER,2024,Trailer,30/06/2025,Waikato
9572Z,Silver,Factory Built,BRENT SMITH TRAILER,2002,Trailer,21/08/2025,Eastern
958C9,Silver,Trailer,HOME BUILT,2025,Trailer,13/06/2025,Auckland City
959H5,Grey,Trailer,HOMEBUILT,2022,Trailer,12/10/2025,Canterbury
95ZJE,Grey,Honda,NUS 50 TODAY,2008,Moped,6/11/2025,Eastern
965G7,Silver,Trailer,BST 2024D,2024,Trailer,29/10/2025,Auckland City
965S1,Silver,Trailer,BST205D,2025,Trailer,20/11/2025,Waitemata
96P65,Silver,Trailer,ELITE 7X4,2021,Trailer,17/08/2025,Canterbury
97J24,Silver,Trailer,HOMEBUILT,2021,Trailer,23/07/2025,Northland
97K70,,,,0,,3/08/2025,Eastern
982K1,Silver,Trailer,DOMESTIC,2014,Trailer,27/09/2025,Central
987T6,Silver,Trailer,BOAT,2020,Boat Trailer,24/11/2025,Waitemata
989F6,Silver,Trailer,BSTBD105,2025,Trailer,23/07/2025,Waikato
98M43,Grey,Trailer,FUTURA,2021,Trailer,20/10/2025,Waikato
990P2,Black,Trailer,FOOD TRAILER,2025,Trailer - Heavy,7/11/2025,Canterbury
993M6,White,Trailer,CAR,2025,Trailer,28/07/2025,Waitemata
998N6,Silver,Trailer,HOMEBUILT,2016,Trailer,29/10/2025,Central
9AJ92,Silver,Trailer,SOFT RIDER,2023,Trailer,22/06/2025,Bay of Plenty
9C191,White,Caravan,STERLING EUROPEN 490,2002,Caravan,14/08/2025,Southern
9C726,Silver,Trailer,DOMESTIC,2018,Trailer,4/07/2025,Central
9C977,Silver,Titan,DOMESTIC TRAILER,2018,Trailer,24/06/2025,Waikato
9D645,Silver,Trailer,JOBMATE,2018,Trailer,22/07/2025,Eastern
9E686,Blue,Trailer,ECO SHUTTLE,2017,Trailer,29/07/2025,Counties/Manukau
9E942,Silver,Trailer,SPORTLINES,2018,Boat Trailer,15/08/2025,Bay of Plenty
9F318,White,Swift,CONQUEROR 640 SAL,2004,Caravan,19/11/2025,Tasman
9L380,Red,Trailer,UNIVERSAL,2010,Trailer,28/09/2025,Waitemata
9L475,Grey,Trailer,TANDEM TIPPER 8X4,2005,Trailer,17/10/2025,Central
9L590,Grey,Homebuilt,SINGLE AXLE,2010,Trailer,25/06/2025,Canterbury
9L833,Silver,Trailer,ICON OUTBOARD,2018,Trailer,26/08/2025,Waikato
9M360,Silver,Titan,DOMESTIC TRAILER,2018,Trailer,12/07/2025,Auckland City
9M935,Silver,Trailer,GIBBONS,2018,Trailer,26/11/2025,Waikato
9T130,White,Trailer,GRIFFITHS BUILD,2018,Trailer,10/06/2025,Auckland City
9W829,Silver,Trailer,IFOR WILLIAMS,2018,Trailer,15/07/2025,Waitemata
9Y759,Silver,Reid,TRAILER,2018,Trailer - Heavy,10/06/2025,Counties/Manukau
A169Z,Blue,Briford,TRAILER,2000,Trailer,13/08/2025,Bay of Plenty
A1EAR,Red,Triumph,DAYTONA,2010,Roadbike,15/07/2025,Central
A1HNA,Blue,Yamaha,CV50,2011,Moped,13/08/2025,Wellington
A1KRW,Black,Suzuki,GN125H,2012,Roadbike,21/10/2025,Auckland City
A1NFP,Blue,Yamaha,CV50AV,2006,Moped,15/06/2025,Bay of Plenty
A1THM,White,Suzuki,UZ,2014,Moped,6/10/2025,Central
A1WRC,Red,Suzuki,SJ50,2002,Moped,7/06/2025,Waikato
A275N,Blue,Trailer,FOXENG 1000,2002,Trailer,9/10/2025,Central
A2DAR,Red,Hyosung,GT250,2010,Roadbike,2/08/2025,Wellington
A2FSN,White,Yamaha,XT250L,1999,Roadbike,10/11/2025,Auckland City
A2KLU,White,Suzuki,GN125H,2012,Roadbike,18/09/2025,Eastern
A2KPA,Red,Suzuki,AN125,2012,Roadbike,16/07/2025,Wellington
A2RGP,Black,Yamaha,YW50,2013,Moped,19/09/2025,Wellington
A2TJD,Black,Hyosung,GV650,2014,Roadbike,22/09/2025,Waitemata
A2WDM,Black,Suzuki,GN125H,2014,Roadbike,22/08/2025,Auckland City
A3983,Grey,Homebuilt,,1980,Trailer,18/08/2025,Waikato
A3FRR,Silver,Suzuki,GSF1250,2011,Roadbike,28/09/2025,Wellington
A3GEH,Red,Suzuki,GSX-R1000,2001,Roadbike,18/08/2025,Bay of Plenty
A3QAN,Red,Suzuki,GW250,2013,Roadbike,17/11/2025,Waikato
A3QCY,Black,Triumph,TIGER,2013,Roadbike,9/09/2025,Central
A3WFU,Red,Honda,NSC,2014,Roadbike,11/09/2025,Southern
A4HWW,Blue,Yamaha,YZF-R6V,2006,Roadbike,12/09/2025,Counties/Manukau
A4NTG,Blue,Honda,NVS,2013,Moped,24/10/2025,Central
A4PRE,White,Aprilia,SPORT CITY,2013,Moped,18/06/2025,Central
A4QQF,Black,Benelli,NP,2013,Moped,10/06/2025,Canterbury
A528P,Green,Trailer,TANDEM,2002,Trailer,2/10/2025,Canterbury
A5DZG,Red,Suzuki,AN125,2010,Roadbike,14/11/2025,Waitemata
A5LPS,Black,Honda,CBR,2012,Roadbike,12/06/2025,Wellington
A5MMG,Blue,TGB,BH1,2012,Moped,18/08/2025,Bay of Plenty
A5QSL,Red,Suzuki,PJ50QT,2004,Moped,24/11/2025,Auckland City
A5REM,Red,Suzuki,AN125,2013,Roadbike,25/09/2025,Wellington
A5SWY,Silver,Suzuki,UZ,2014,Moped,19/11/2025,Central
A5UKU,White,Moped,ROXY,2014,Moped,19/09/2025,Wellington
A646B,Silver,Factory Built,BRENT SMITH TRAILERS,2002,Trailer,11/07/2025,Central
A6EBM,Silver,Suzuki,UZ5O,2010,Moped,28/08/2025,Canterbury
A6KTE,Yellow,Piaggio,ZIP,2012,Moped,9/07/2025,Northland
A6NGM,Yellow,Suzuki,UZ,2013,Moped,30/06/2025,Central
A6QST,Black,Honda,CBR,2013,Roadbike,1/09/2025,Waikato
A6TEN,Black,Harley Davidson,SPORTSTER,2005,Roadbike,30/10/2025,Waikato
A6TUW,Black,Suzuki,GW250,2014,Roadbike,13/11/2025,Central
A7EWW,Black,Suzuki,VZ800,2009,Roadbike,22/07/2025,Central
A7GEN,Pink,Moped,CAPRI LX,2011,Moped,24/10/2025,Auckland City
A7GHT,Blue,Honda,LEAD SX,2011,Moped,22/06/2025,Canterbury
A7PAD,Orange,KTM,LC4,2006,Roadbike,7/06/2025,Canterbury
A7PKZ,White,Kawasaki,EX,2013,Roadbike,7/11/2025,Canterbury
